31884,00
31900,00
31916,00
31932,00
31947,00
31964,00
31979,00
31995,00
32011,00
32027,00
32043,00
32059,00
32075,00
32091,00
32107,00
32123,00
32139,00
32155,00
32171,00
32187,00
32203,00
32219,00
32235,00
32251,00
32267,00
32283,00
32299,00
32315,00
32331,00
32347,00
32363,00
32379,00
32395,00
32411,00
32427,00
32443,00
32462,00
32478,00
32494,00
32510,00
32526,00
32542,00
32558,00
32574,00
32590,00
32606,00
32622,00
32638,00
32655,00
32671,00
32687,00
32703,00
32719,00
32735,00
32751,00
32767,00
32783,00
32799,00
32815,00
32831,00
32847,00
32863,00
32879,00
32895,00
32911,00
32927,00
32943,00
32959,00
32976,00
32992,00
33008,00
33024,00
33040,00
33056,00
33072,00
33088,00
33104,00
33120,00
33136,00
33152,00
33168,00
33184,00
33200,00
33216,00
33233,00
33249,00
33265,00
33283,00
33299,00
33315,00
33332,00
33348,00
33364,00
33380,00
33396,00
33412,00
33428,00
33444,00
33460,00
33476,00
33492,00
33508,00
33524,00
33540,00
33557,00
33572,00
33588,00
33604,00
33620,00
33636,00
33652,01
33668,01
33684,11
33700,11
33716,10
33732,11
33748,10
33764,11
33780,10
33796,10
33812,10
33828,10
33844,10
33860,10
33876,00
33892,00
33908,00
33924,00
33940,00
33956,00
33972,00
33988,00
34004,00
34020,00
34036,00
34053,00
34069,00
34085,00
34101,00
34117,00
34133,00
34149,00
34165,00
34181,00
34197,00
34213,00
34229,00
34245,00
34261,00
34277,00
34293,00
34309,00
34325,00
34341,00
34357,00
34373,00
34389,00
34405,00
34421,00
34437,00
34453,00
34469,00
34485,00
34501,00
34517,00
34533,00
34549,00
34565,00
34581,00
34597,00
34613,00
34629,00
34645,00
34661,00
34677,00
34693,00
34709,00
34725,00
34741,00
34757,00
34773,00
34789,00
34805,00
34821,00
34837,00
34853,00
34869,01
34885,01
34901,01
34917,01
34933,01
34949,01
34965,01
34981,00
34997,00
35013,00
35029,00
35045,00
35061,00
35077,00
35093,00
35109,00
35125,00
35141,00
35157,00
35173,00
35189,00
35205,10
35221,10
35237,10
35253,10
35269,10
35285,10
35301,10
35317,10
35333,10
35349,10
35365,10
35381,10
35397,10
35413,10
35429,10
35445,10
35461,10
35477,10
35493,10
35509,00
35525,00
35541,00
35557,00
35573,00
35589,00
35605,00
35621,00
35637,00
35653,00
35669,00
35685,00
35701,00
35718,00
35734,00
35750,00
35766,00
35782,00
35798,00
35814,00
35830,00
35846,00
35862,00
35878,00
35894,00
35910,00
35926,00
35942,00
35958,00
35974,00
35990,00
36006,00
36022,00
36038,00
36054,00
36070,00
36086,00
36102,00
36119,00
36135,00
36151,00
36166,00
36182,00
36198,00
36214,00
36230,00
36246,00
36262,00
36278,00
36294,00
36310,00
36326,00
36342,00
36358,00
36374,00
36390,00
36406,00
36422,00
36438,00
36454,00
36470,00
36486,00
36502,00
36518,00
36534,00
36550,00
36566,00
36582,01
36598,01
36615,01
36630,01
36646,01
36662,01
36679,01
36695,01
36711,01
36727,11
36742,11
36759,11
36775,11
36791,11
36807,11
36822,11
36839,11
36855,11
